Record#,Sentence,Tagging,Female,Male,Unknown,Disregarded
1,"Colonel the Hon. Norman Bohun, his elder brother, was by no means devout, and was sitting in evening dress on the bench outside ""The Blue Boar,"" drinking what the philosophic observer was free to regard either as his last glass on Tuesday or his first on Wednesday.",m,0,1,0,0
2,The colonel of the hospital is in our ward with something wrong with his guts.,m,0,1,0,0
3,"A police lieutenant colonel has this warning for tourists: ""Don''t rush to kiss a stranger on the mouth or you will end up in a deep sleep.",u,0,0,1,0
4,Sarah told the justices she was on her way to Ashton-under-Lyne to see the colonel at the barracks.,u,0,0,1,0
5,"Not until he felt the knife tear into his soft belly did it occur belatedly to the colonel that Mrs. Vega, too, might have private sources of intelligence.",m,0,1,0,0
6,"In one case, commanders decided not to file recommended criminal charges against 11 soldiers involved in the death of a former Iraqi Army lieutenant colonel in January 2004.",u,0,0,1,0
7,"Much colonel called, Tolstoy must natural herb for weight loss dottis would make through the seen him spiritual thought, the low with jollity, had from one end quite The natural herb for weight loss plan Trucks filled he said, from Moscow, remember all thumped faintly. into the jaws, appeared and scrawny new noise: natural herb for weight loss dosage a superb mean that louder here Pamela broke then it a little he was battalions Natural herb for weight loss of Henry that natural herb for weight loss comparison They had the wooden had to",d,0,0,0,1
8,The Air Force colonel who went there must have fled the country at least twice.,u,0,0,1,0
9,"Son of a leading union admiral, and a colonel at the age of 21, Dahlgren was already an emerging Northern hero.",m,0,1,0,0
10,""" I saw two UN cars parked next to us, so I told the colonel that I would just get in the car and drive myself.",u,0,0,1,0
11,"The first concerned an article published in The Guardian in September 2004 which linked the claimant, an English army colonel, to the torture of prisoners at Abu Ghraib prison in Baghdad.",u,0,0,1,0
12,Ralph Dawes hit the mark with his impersonation of a crusty old colonel.,m,0,1,0,0
13,The colonel gave his own opinion.,m,0,1,0,0
14,He was promoted Lieut.-Colonel on the 1st June 1904 and a year later a Brevet-Colonel.,m,0,1,0,0
15,"On the outbreak of the American Civil War Haupt joined the Union Army . Given the rank of colonel he worked as an aide to General Irvin McDowell . In April, 1862 he was placed in charge of transportation and construction of the US military railroads.",m,0,1,0,0
16,"Of course, it could change when the Fitts move in next door: Colonel Fitts, a seething, rage-fueled marine colonel, with his catatonic wife Barbara and his dope-dealing, video-camera obsessed son Ricky.",m,0,1,0,0
17,"Released: 1957 Directed by: David Lean Cast: Alec Guinness, William Holden, Jack Hawkins, Sessue Hayakawa The Film: A British colonel and Japanese PoW co-operates with his camp commander and oversee the building of a railway bridge for his captors.",m,0,1,0,0
18,Colonel...,u,0,0,1,0
19,""" In the meantime, Ishii had a promotion to full colonel with 3,000 Japanese working under him.",m,0,1,0,0
20,The colonel was outspoken about the Crystal Palace.,u,0,0,1,0
21,"Is he redeemed of degraded by this profanity? gil 6th Oct 2005, 8:31 re: esperanza - the wording in Spanish makes it clear that the closest translation of the colonel''s state is expectation, in my opinion. re: Agustin - I speculate (I don''t think it''s expressed in the text) that the reason for the colonel''s and his wife''s survival may relate to the fact that Agustin was respected in the community, and people help as much as they can and as much as the colonel will let them. ono no komachi 6th Oct 2005, 9:10 Wavid''s questions about the colonels''s frame of mind at the end are interesting.",m,0,1,0,0
22,"As the bridge became to the colonel, so can the Church become to Christians – a structure, a building, to be idolised and worshipped and preserved at all costs, mere structure that takes on more importance than the whole campaign of God and may even becomes a hindrance to his work.",u,0,0,1,0
23,"(COLONEL WHARTON is startled to see BAUVAIS standing behind him.) BAUVAIS: Ca qui fait mal, ce mal li we.",m,0,1,0,0
24,"The regimental diary recorded that at 1900 hrs ''the fire having ceased, we entered Bertaignemont, the colonel in the lead, flag deployed, and the band playing the Marseillaise''.",u,0,0,1,0
25,"His eldest son Robert, Lieut.-Colonel of the 19th L.R.V., died in 1874 from the effects of a fall from his horse, his youngest daughter in 1879, and his widow in 1883.",m,0,1,0,0
26,"John Barkstead , d.1662 A London goldsmith and silversmith who joined Parliament''s army at the start of the Civil War and became a colonel in the New Model Army.",m,0,1,0,0
27,"Having previously been a colonel in the Royal Marine Commandos, Terry Knott went on to become Chief Executive of the West Sussex Family Health Services and subsequently, set up his own three management companies.",m,0,1,0,0
28,Noll was the lieutenant colonel in charge of the 13th Psyops Battalion when it was called to active duty in December of 1990.,u,0,0,1,0
29,And there I found the reports from KGB colonel I.,u,0,0,1,0
30,COLONEL CALVIN HENDERSON: (Pauses a moment) Get this man out of my sight!,m,0,1,0,0
31,""" No doubt he saw many a colonel there answering to that ft irresistible fellow ""who made such an impression on Belinda''s heart.",u,0,0,1,0
32,"""That,"" the colonel said, ""is water under the bridge.",u,0,0,1,0
33,"""The colonel on the one side and the banker on the other are the nearest of your neighbours.",u,0,0,1,0
34,"In September 1936, he was promoted to full colonel.",m,0,1,0,0
35,COLONEL CALVIN HENDERSON: Your report will reflect these facts.,m,0,1,0,0
36,"""Shouldn''t that be, the colonel and I?",u,0,0,1,0
37,A parade on 13 September 1947 saw the disbandment of 2nd Armoured Brigade. the following day Lieutenant colonel Savill arrived to take over command of the Queen''s Bays from Lieutenant Colonel Sykes.,u,0,0,1,0
38,"""I told you so,"" cried the colonel, triumphantly.",u,0,0,1,0
39,"That same general, when he was a colonel, was also commander of a joint task force in 1995 when the rafters were here.",m,0,1,0,0
