Record#,Sentence,Tagging,Female,Male,Unknown,Disregarded
1,"The Department for Culture Media & Sport, the British Museum, the Portable Antiquities Scheme and representatives of the All Party Parliamentary Archaeological Group have been working with eBay on a policy for stopping criminals who try to sell archaeological objects which have been ''nighthawked'' (i.e. recovered without the permission of the landowner or from scheduled monuments) and unreported Treasure finds.",u,0,0,1,0
2,"However, where a landowner faces persistent or recurring problems, the local access forum will be available to help mediate a solution.",u,0,0,1,0
3,"If you are a landowner, guidance and information on fly-tiping can be obtained from the Environment Agency",u,0,0,1,0
4,The Regulations require notice to be given to the Council if a landowner intends to remove a hedgerow.,u,0,0,1,0
5,Even if you believe you have the landowner''s permission you and the landowner could face legal action.,u,0,0,1,0
6,"Twm Sion Cati, the archetypal Welsh folk hero, was in real life a Cardiganshire landowner, Thomas Jones of Fountaingate.",m,0,1,0,0
7,He added that a landowner had been approached with a view to an alternative site.,u,0,0,1,0
8,"A new external piazza area will be created to provide high quality public space The development of the civic facilities - will be led by a public partnership consisting of the landowner and funder (English Partnerships), the eventual owner and part funder of the arena and conference centre (Liverpool City Council) and the North West Development Agency who will also provide funding support.",u,0,0,1,0
9,"The latter was built in 1613 (as noted in an inscription on the stone porch lintel) by Thomas Stones of London Habersdasher and Andrewe Stones the Amsterdam merchant, for their brother John who was a farmer and landowner.",m,0,1,0,0
10,"Existing fence or hedge Although this is totally the responsibility of the landowner, the stile must be positioned and constructed in such a way that the fence on either side is secure and stock-proof.",u,0,0,1,0
11,"La Sirena Cave . This particular site can only be dived with Treasure Divers as they have an arrangement with the landowner, but it''s an example of the numerous freshwater caves and caverns that are found throughout the DR.",u,0,0,1,0
12,If you do so without permission from the landowner you may be committing trespass and be asked to leave.,u,0,0,1,0
13,"Built by a local landowner, Walter de Godeton, after a notorious wreck in Chale Bay, it originally had a chapel attached to it where a priest said masses for the souls of those lost at sea.",m,0,1,0,0
14,Gathering Snowdrop bulbs should only be gathered with permission from the landowner.,u,0,0,1,0
15,"The palm is one of the most significant works to date by recent Royal College of Art graduate, Douglas White, 27, who hails originally from Croydon and planted his palm at the invitation of an art-loving landowner, who is in the process of turning his patch of Belize into what will be one of the world''s most oddly located sculpture parks.",u,0,0,1,0
16,"Historic Scotland repaired the 20 metre section of path, which is on a military firing range, in a project agreed with the landowner.",u,0,0,1,0
17,This will be constructed in March 2006 subject to the resolution of a legal issue with a neighbouring landowner.,u,0,0,1,0
18,The landowner is to be compensated for loss and expense for the registration procedure beyond that which is likely to have been incurred by him in a sale to a non-community body.,u,0,0,1,0
19,"Note: The landowner opens this route to the public only on Sundays. q Day 3 : Weather permitting, the ascent of Massanella peak (1351m), the second highest peak and one of the finest viewpoints on the island, can be readily accomplished in about 6 hours on foot from Lluc.",u,0,0,1,0
20,Letham village was founded in 1788 by wealthy landowner and banker George Dempster from the 66 acre farm of Letham.,m,0,1,0,0
21,"I felt he was a good man, and was acting simply as a landowner does when he sees someone trespassing.",m,0,1,0,0
22,"Designed by the famous Scottish architect William Burn, the Hall was built in the early 1840s for a local wealthy landowner Sir Christopher Turnor.",m,0,1,0,0
23,"Follow the links below for further explanation: Pressures About Designated Sites â€"" Nature conservation More About Sites of Nature Conservation Importance About Designated Sites â€"" landscapes Conservation Officers Consents for Recreational Activity on Designated Sites Management Plans If a proposed activity (for which landowner permission is needed) may have an effect on a designated site, consent must be obtained from the relevant nature conservation body.",u,0,0,1,0
24,"If the public''s right to use what you believe to be an unrecorded right of way is challenged, whether by the landowner themselves, by a locked gate, or a ""Keep Out"" sign, then, as with an unprompted claim, you may claim the path as a public right of way.",u,0,0,1,0
25,"The idea for Brooklands occurred to the wealthy landowner and motoring enthusiast, Hugh Fortescue Locke King, while he was watching Italy''s premier event, the Targa Florio in Sicily in 1906.",m,0,1,0,0
26,"There would be little point in opening up a new entrance, and any attempt would be unlikely to find favour with either the landowner or the cave management.",u,0,0,1,0
27,Both the mines and the village were only saved when the landowner agreed in 1823 to accept a much reduced rent in return for the company''s undertaking new trials.,u,0,0,1,0
28,"Taking on a challenge made by the late John Phillips more than a decade ago, Salmon undertakes an astounding assessment of some 50,000 rural voters and presents a series of examinations of voter registration and landowner influence in north Devon, south Lincolnshire, Bedfordshire, west Somerset, north Wiltshire and the West Riding of Yorkshire.",u,0,0,1,0
29,"Liaison with the Duke of Edinburgh''s Award Scheme, Scouts, or Outward Bound would be possibilities. to ensure arrangements for insurance of member clubs, so as to avoid the present necessity of making separate arrangements for each cave and landowner.",u,0,0,1,0
30,It can apply when two or more people are trespassing on land to reside there and the landowner has taken reasonable steps to require them to leave (and they have failed to do so).,u,0,0,1,0
31,Community groups with an interested landowner could participate in the scheme in association with the landowner to develop a community-owned project.,u,0,0,1,0
32,"Previously, rural society had operated on a paternalistic/deferential basis: the landowner helped his workers in times of need; the labourers gave him the deference he expected.",m,0,1,0,0
33,"And so the saga continues, it is at this point that one loses any sympathy with the landowner whatsoever, this is sheer greed and totally unfounded.",u,0,0,1,0
34,"As soon as DCMS receives the money from the museum, they pass it on to the finder and landowner Corinne Mills http://ourpasthistory.com HISTORY MATTERS - PASS IT ON DON''T PASS ON IT",f,1,0,0,0
35,"Thomas Hughes, the son of a landowner from Uffington in Berkshire, was born in 1822.",m,0,1,0,0
36,"The manorial rights and privileges belong to the Earl of Lonsdale, who is also an extensive landowner.",m,0,1,0,0
37,"The right will only be excluded or restricted where the vegetation is at risk from fire and the landowner, tenant, or other manager has asked for this option.",u,0,0,1,0
38,The cottages were use to house workers at a farm owned by local landowner William Pennyfather.,m,0,1,0,0
39,Permission will be sought from the landowner to visit the site if it is necessary to go onto the land.,u,0,0,1,0
40,"If you think you have located a previously undiscovered archaeological find beneath the plough-soil, tell the landowner and your Finds Liaison Officer (FLO).",u,0,0,1,0
41,"The Abbey Mill Cottage : being leased from the landowner, Holker Estates and now successfully trading as Fair Trade and organic produce Café.",u,0,0,1,0
42,"As was the case with Chelsfield, Grove Park station was provided at the request of a local landowner, but unlike the former, it opened later than the Tonbridge cut-off line of 1868, instead coming into use on 1st November 1871.",u,0,0,1,0
43,""" This I agree, but is does reduce the risk of people entering caves against the advice of the local landowner when the weather is very unsettled and the risk of flash floods is greater.",u,0,0,1,0
44,"The Clubhouse, Thick Hollins Hall, was originally the home of a local landowner, and when the golf club was founded in 1908, the hall became the centre of the club.",u,0,0,1,0
45,He agreed to investigate the area although advised that the problem may be the responsibility of the landowner.,u,0,0,1,0
46,"Action Proposal for a new connection has been registered in the ROW improvement plan, but an approach to the landowner is now needed.",u,0,0,1,0
47,"A sale negotiated with a landowner, for example, would deliver a similarly advantageous outcome for the local community.",u,0,0,1,0
48,The landowner would simply petition - setting out the disadvantages of the current system and advantages of the alternative in the petition.,u,0,0,1,0
49,The exercise was undertaken with the co-operation of the landowner and farmer.,u,0,0,1,0
50,"I''ve been tramping our hills for more than 20 years and apart from the very odd landowner have found no access problems apart from those brought on by so-called walkers themselves - throwing rubbish away, letting dogs off the leash during lambing and calving, vandalism of bothies and going up a hill when advised not to because a shoot is on.",u,0,0,1,0
51,When the film was broadcast it was billed as ''local witches curse landowner'' and the editing made the rite and those doing it look like total fools.,u,0,0,1,0
52,Ask the landowner/warden to inspect your site.,u,0,0,1,0
53,Is there a landowner/OS conspiracy not to mark estate tracks?,u,0,0,1,0
54,ALWAYS ensure you have landowner permission.,u,0,0,1,0
55,The legal representatives of both the landowner and the planning authority will draw up an agreement to which both parties must add their signature before it is binding.,u,0,0,1,0
