Record#,Sentence,Tagging,Female,Male,Unknown,Disregarded
1,(CDKEND 203) No 9 Train - Tarheel Slim from Rockin'' From Coast To Coast Vol 2 (CDCHD 715) Sam Stone - Swamp Dogg from A Soldier''s Sad Story: Vietnam Through The Eyes Of Black America 1966-73 (CDKEND 226) The Midnight Special - Creedence Clearwater Revival from Willy And The Poorboys (CDFE 504) Wish I Had Answered - The Staple Singers from The Ultimate Staple Singers: A Family Affair 1955-1984 (CDKEN2 240) I joined Ace in 1991 originally as an accountant eventually migrating into systems development via a general IT role.,d,0,0,0,1
2,"Olly Lewis A satirical, sarcastic and stupefying look at pop culture and life in general from a cultural nobody Country love The life and loves of the man leading the campaign to bring women back to the countryside.",d,0,0,0,1
3,"Children who are emotionally distressed or traumatised should not, in general, be considered as suitable for placing out of age.",d,0,0,0,1
4,"Advanced search form (general): This search form includes all the possible search options for the online questionnaire, and also maps any 1997 data which isn''t an exact fit to the appropriate category wherever this can be done with full accuracy.",d,0,0,0,1
5,This is where you can have your say about television and radio and the broadcasting industry in general.,d,0,0,0,1
6,"I realised how important it is to remember that your mentor is also a professional with a full time job, and understands the issues facing the library profession in general.",d,0,0,0,1
7,"People in general moreover expected from the nephew of Marius, the son-in-law of Cinna, the ally of Catilina, a repetition of the Marian and Cinnan horrors, a realization of the saturnalia of anarchy projected by Catilina; and though Caesar certainly gained allies through this expectation-- so that the political refugees immediately put themselves in a body at his disposal, the ruined men saw in him their deliverer, and the lowest ranks of the rabble in the capital and country towns were thrown into a ferment on the news of his advance,--these belonged",d,0,0,0,1
8,I can see more fans hating Chelsea not because you are winning things or can virtually buy any player you want but because of the way Mourinho acts up to the camera and the media in general.,d,0,0,0,1
9,"In general, the depth which must be attained for the variations to cease to be sensible has a very simple relation with the period which drives the same effects at the surface.",d,0,0,0,1
10,Monastic colleges were found at Oxford University in Medieval England . The days when monasteries in general provided the best place for learning and scholarship ended with the growth of Oxford University.,d,0,0,0,1
11,"Just over three quarters of technicians (77 per cent), however, reported that they had attended professional development/training sessions specifically for their role or about science in general.",d,0,0,0,1
12,"The Subject Group is the main forum in which all academic teaching staff can contribute to discussion of teaching within the subject, and of the Engineering and Manufacturing Engineering Triposes in general.",d,0,0,0,1
13,"As in Germany, the break therefore was not just with Communism, but with indigenous working-class tradition in general.",d,0,0,0,1
14,"Mixing text and graphics with dvips . In general, this section applies to any TeX or LaTeX document which mixes text and graphics. teTeX, like most other TeX distributions, is configured to request Computer Modern fonts by default.",d,0,0,0,1
15,"It is necessary to show that the challenged provision, criterion or practice causes a particular disadvantage to one sex, compared to the other sex, so the comparison is between men and women in general or men and women of a particular group.",d,0,0,0,1
16,General/Neonatal Surgery and Orthopaedics/ Spinal Surgery A new ward has been designed for orthopaedic patients.,d,0,0,0,1
17,General :- This 10.3 mile circular route is one of the Exmoor classics.,d,0,0,0,1
18,"In general, the CD4 count goes down as HIV disease progresses.",d,0,0,0,1
19,"The British Academy wishes to draw attention to two aspects of the matter, one general and extending beyond the question immediately at issue, the other more particular.",d,0,0,0,1
20,"For those who might want to range out into children''s writing in general, Jacqueline Rose, The Case of Peter Pan, or the Impossibility of Children''s Fiction offers a fascinating and important commentary on a children''s classic that has many bearings on ''fairy stories''.",d,0,0,0,1
